Mod:Item:MetaData, Localized Name
Botania:holyCloak, item.holyCloak.name
Botania:unholyCloak, item.unholyCloak.name
Botania:craftingHalo, item.craftingHalo.name
Botania:blackLotus:0, Black Lotus
Botania:blackLotus:1, Blacker Lotus
Botania:monocle, item.monocle.name
Botania:clip, item.clip.name
Botania:cobbleRod, item.cobbleRod.name
Botania:smeltRod, item.smeltRod.name
Botania:worldSeed, item.worldSeed.name
Botania:spellCloth, item.spellCloth.name
Botania:thornChakram:0, Thorn Chakram
Botania:thornChakram:1, Flare Chakram
Botania:overgrowthSeed, item.overgrowthSeed.name
Botania:craftPattern:0, Crafting Pattern #1: 1x1
Botania:craftPattern:1, Crafting Pattern #2: 2x2
Botania:craftPattern:2, Crafting Pattern #3: 1x2
Botania:craftPattern:3, Crafting Pattern #4: 2x1
Botania:craftPattern:4, Crafting Pattern #5: 1x3
Botania:craftPattern:5, Crafting Pattern #6: 3x1
Botania:craftPattern:6, Crafting Pattern #7: 2x3
Botania:craftPattern:7, Crafting Pattern #8: 3x2
Botania:craftPattern:8, Crafting Pattern #9: Donut
Botania:ancientWill:0, Will of Ahrim
Botania:ancientWill:1, Will of Dharok
Botania:ancientWill:2, Will of Guthan
Botania:ancientWill:3, Will of Torag
Botania:ancientWill:4, Will of Verac
Botania:ancientWill:5, Will of Karil
Botania:corporeaSpark:0, Corporea Spark
Botania:corporeaSpark:1, Master Corporea Spark
Botania:livingwoodBow, item.livingwoodBow.name
Botania:crystalBow, item.crystalBow.name
Botania:cosmetic:0, Black Bowtie
Botania:cosmetic:1, Black Tie
Botania:cosmetic:2, Red Glasses
Botania:cosmetic:3, Puffy Scarf
Botania:cosmetic:4, Engineer Goggles
Botania:cosmetic:5, Eyepatch
Botania:cosmetic:6, Wicked Eyepatch
Botania:cosmetic:7, Red Ribbons
Botania:cosmetic:8, Pink Flower Bud
Botania:cosmetic:9, Polka-Dotted Bows
Botania:cosmetic:10, Blue Butterfly
Botania:cosmetic:11, Cat Ears
Botania:cosmetic:12, Witch Pin
Botania:cosmetic:13, Devil Tail
Botania:cosmetic:14, Kamui Eye
Botania:cosmetic:15, Googly Eyes
Botania:cosmetic:16, Four-Leafed Clover
Botania:cosmetic:17, Clock Eye
Botania:cosmetic:18, Unicorn Horn
Botania:cosmetic:19, Devil Horns
Botania:cosmetic:20, Hyper Plus
Botania:cosmetic:21, Botanist Emblem
Botania:cosmetic:22, Ancient Mask
Botania:cosmetic:23, Eerie Mask
Botania:cosmetic:24, Alien Antenna
Botania:cosmetic:25, Anaglyph Glasses
Botania:cosmetic:26, Orange Shades
Botania:cosmetic:27, Groucho Glasses
Botania:cosmetic:28, Thick Eyebrows
Botania:cosmetic:29, Lusitanic Shield
Botania:cosmetic:30, Tiny Potato Mask
Botania:cosmetic:31, Questgiver Mark
Botania:swapRing, item.swapRing.name
Botania:flowerBag, item.flowerBag.name
Botania:phantomInk, item.phantomInk.name
Botania:poolMinecart, item.poolMinecart.name
Botania:pinkinator, item.pinkinator.name
Botania:infiniteFruit, item.infiniteFruit.name
Botania:kingKey, item.kingKey.name
Botania:flugelEye, item.flugelEye.name
Botania:thorRing, item.thorRing.name
Botania:odinRing, item.odinRing.name
Botania:lokiRing, item.lokiRing.name
Botania:aesirRing, item.aesirRing.name
Botania:dice, item.dice.name
Botania:keepIvy, item.keepIvy.name
Botania:blackHoleTalisman:0, Black Hole Talisman
Botania:recordGaia1, item.recordGaia1.name
Botania:recordGaia2, item.recordGaia2.name
Botania:temperanceStone:0, Stone of Temperance
Botania:incenseStick, item.incenseStick.name
Botania:terraAxe, item.terraAxe.name
Botania:waterBowl, item.waterBowl.name
Botania:obedienceStick, item.obedienceStick.name
Botania:cacophonium, item.cacophonium.name
Botania:slimeBottle:0, Slime in a Bottle
Botania:starSword, item.starSword.name
Botania:exchangeRod, item.exchangeRod.name
Botania:magnetRingGreater, item.magnetRingGreater.name
Botania:thunderSword, item.thunderSword.name
Botania:manaweaveHelm, item.manaweaveHelm.name
Botania:manaweaveLegs, item.manaweaveLegs.name
Botania:manaweaveChest, item.manaweaveChest.name
Botania:manaweaveBoots, item.manaweaveBoots.name
Botania:autocraftingHalo, item.autocraftingHalo.name
Botania:gaiaHead, item.gaiaHead.name
Botania:sextant, item.sextant.name
Botania:speedUpBelt, item.speedUpBelt.name
Botania:baubleBox, item.baubleBox.name
chisel:upgrade:0, Speed Upgrade.name
chisel:upgrade:1, Automation Upgrade.name
chisel:upgrade:2, Stack Upgrade.name
chisel:upgrade:3, Reversion Upgrade.name
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemGasConduit:0, Gas Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketXpjuice, XP Bucket
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
MetallurgyCore:metallurgyCore.oreFinder, Ore Finder
Metallurgy:base.dust:0, Copper Dust
Metallurgy:base.dust:1, Tin Dust
Metallurgy:base.dust:2, Manganese Dust
Metallurgy:base.dust:3, Bronze Dust
Metallurgy:base.dust:4, Hepatizon Dust
Metallurgy:base.dust:5, Damascus Steel Dust
Metallurgy:base.dust:6, Angmallen Dust
Metallurgy:base.dust:7, Steel Dust
Metallurgy:copper.ingot:0, Copper Ingot
Metallurgy:base.nugget:0, Copper Nugget
Metallurgy:base.nugget:1, Tin Nugget
Metallurgy:base.nugget:2, Manganese Nugget
Metallurgy:base.nugget:3, Bronze Nugget
Metallurgy:base.nugget:4, Hepatizon Nugget
Metallurgy:base.nugget:5, Damascus Steel Nugget
Metallurgy:base.nugget:6, Angmallen Nugget
Metallurgy:base.nugget:7, Steel Nugget
Metallurgy:copper.axe, Copper Axe
Metallurgy:copper.hoe, Copper Hoe
Metallurgy:copper.pickaxe, Copper Pickaxe
Metallurgy:copper.shovel, Copper Shovel
Metallurgy:copper.sword, Copper Sword
Metallurgy:metallurgy.copper.helmet, Copper Helmet
Metallurgy:metallurgy.copper.chestplate, Copper Chestplate
Metallurgy:metallurgy.copper.leggings, Copper Leggings
Metallurgy:metallurgy.copper.boots, Copper Boots
Metallurgy:tin.ingot:0, Tin Ingot
Metallurgy:manganese.ingot:0, Manganese Ingot
Metallurgy:bronze.ingot:0, Bronze Ingot
Metallurgy:bronze.axe, Bronze Axe
Metallurgy:bronze.hoe, Bronze Hoe
Metallurgy:bronze.pickaxe, Bronze Pickaxe
Metallurgy:bronze.shovel, Bronze Shovel
Metallurgy:bronze.sword, Bronze Sword
Metallurgy:metallurgy.bronze.helmet, Bronze Helmet
Metallurgy:metallurgy.bronze.chestplate, Bronze Chestplate
Metallurgy:metallurgy.bronze.leggings, Bronze Leggings
Metallurgy:metallurgy.bronze.boots, Bronze Boots
Metallurgy:hepatizon.ingot:0, Hepatizon Ingot
Metallurgy:hepatizon.axe, Hepatizon Axe
Metallurgy:hepatizon.hoe, Hepatizon Hoe
Metallurgy:hepatizon.pickaxe, Hepatizon Pickaxe
Metallurgy:hepatizon.shovel, Hepatizon Shovel
Metallurgy:hepatizon.sword, Hepatizon Sword
Metallurgy:metallurgy.hepatizon.helmet, Hepatizon Helmet
Metallurgy:metallurgy.hepatizon.chestplate, Hepatizon Chestplate
Metallurgy:metallurgy.hepatizon.leggings, Hepatizon Leggings
Metallurgy:metallurgy.hepatizon.boots, Hepatizon Boots
Metallurgy:damascus.steel.ingot:0, Damascus Steel Ingot
Metallurgy:damascus.steel.axe, Damascus Steel Axe
Metallurgy:damascus.steel.hoe, Damascus Steel Hoe
Metallurgy:damascus.steel.pickaxe, Damascus Steel Pickaxe
Metallurgy:damascus.steel.shovel, Damascus Steel Shovel
Metallurgy:damascus.steel.sword, Damascus Steel Sword
Metallurgy:metallurgy.damascus.steel.helmet, Damascus Steel Helmet
Metallurgy:metallurgy.damascus.steel.chestplate, Damascus Steel Chestplate
Metallurgy:metallurgy.damascus.steel.leggings, Damascus Steel Leggings
Metallurgy:metallurgy.damascus.steel.boots, Damascus Steel Boots
Metallurgy:angmallen.ingot:0, Angmallen Ingot
Metallurgy:angmallen.axe, Angmallen Axe
Metallurgy:angmallen.hoe, Angmallen Hoe
Metallurgy:angmallen.pickaxe, Angmallen Pickaxe
Metallurgy:angmallen.shovel, Angmallen Shovel
Metallurgy:angmallen.sword, Angmallen Sword
Metallurgy:metallurgy.angmallen.helmet, Angmallen Helmet
Metallurgy:metallurgy.angmallen.chestplate, Angmallen Chestplate
Metallurgy:metallurgy.angmallen.leggings, Angmallen Leggings
Metallurgy:metallurgy.angmallen.boots, Angmallen Boots
Metallurgy:steel.ingot:0, Steel Ingot
Metallurgy:steel.axe, Steel Axe
Metallurgy:steel.hoe, Steel Hoe
Metallurgy:steel.pickaxe, Steel Pickaxe
Metallurgy:steel.shovel, Steel Shovel
Metallurgy:steel.sword, Steel Sword
Metallurgy:metallurgy.steel.helmet, Steel Helmet
Metallurgy:metallurgy.steel.chestplate, Steel Chestplate
Metallurgy:metallurgy.steel.leggings, Steel Leggings
Metallurgy:metallurgy.steel.boots, Steel Boots
Metallurgy:ender.dust:0, Eximite Dust
Metallurgy:ender.dust:1, Meutoite Dust
Metallurgy:ender.dust:2, Desichalkos Dust
Metallurgy:eximite.ingot:0, Eximite Ingot
Metallurgy:ender.nugget:0, Eximite Nugget
Metallurgy:ender.nugget:1, Meutoite Nugget
Metallurgy:ender.nugget:2, Desichalkos Nugget
Metallurgy:eximite.axe, Eximite Axe
Metallurgy:eximite.hoe, Eximite Hoe
Metallurgy:eximite.pickaxe, Eximite Pickaxe
Metallurgy:eximite.shovel, Eximite Shovel
Metallurgy:eximite.sword, Eximite Sword
Metallurgy:metallurgy.eximite.helmet, Eximite Helmet
Metallurgy:metallurgy.eximite.chestplate, Eximite Chestplate
Metallurgy:metallurgy.eximite.leggings, Eximite Leggings
Metallurgy:metallurgy.eximite.boots, Eximite Boots
Metallurgy:meutoite.ingot:0, Meutoite Ingot
Metallurgy:desichalkos.ingot:0, Desichalkos Ingot
Metallurgy:desichalkos.axe, Desichalkos Axe
Metallurgy:desichalkos.hoe, Desichalkos Hoe
Metallurgy:desichalkos.pickaxe, Desichalkos Pickaxe
Metallurgy:desichalkos.shovel, Desichalkos Shovel
Metallurgy:desichalkos.sword, Desichalkos Sword
Metallurgy:metallurgy.desichalkos.helmet, Desichalkos Helmet
Metallurgy:metallurgy.desichalkos.chestplate, Desichalkos Chestplate
Metallurgy:metallurgy.desichalkos.leggings, Desichalkos Leggings
Metallurgy:metallurgy.desichalkos.boots, Desichalkos Boots
Metallurgy:fantasy.dust:0, Prometheum Dust
Metallurgy:fantasy.dust:1, Deep Iron Dust
Metallurgy:fantasy.dust:2, Infuscolium Dust
Metallurgy:fantasy.dust:3, Black Steel Dust
Metallurgy:fantasy.dust:4, Oureclase Dust
Metallurgy:fantasy.dust:5, Astral Silver Dust
Metallurgy:fantasy.dust:6, Carmot Dust
Metallurgy:fantasy.dust:7, Mithril Dust
Metallurgy:fantasy.dust:8, Rubracium Dust
Metallurgy:fantasy.dust:9, Quicksilver Dust
Metallurgy:fantasy.dust:10, Haderoth Dust
Metallurgy:fantasy.dust:11, Orichalcum Dust
Metallurgy:fantasy.dust:12, Celenegil Dust
Metallurgy:fantasy.dust:13, Adamantine Dust
Metallurgy:fantasy.dust:14, Atlarus Dust
Metallurgy:fantasy.dust:15, Tartarite Dust
Metallurgy:prometheum.ingot:0, Prometheum Ingot
Metallurgy:fantasy.nugget:0, Prometheum Nugget
Metallurgy:fantasy.nugget:1, Deep Iron Nugget
Metallurgy:fantasy.nugget:2, Infuscolium Nugget
Metallurgy:fantasy.nugget:3, Black Steel Nugget
Metallurgy:fantasy.nugget:4, Oureclase Nugget
Metallurgy:fantasy.nugget:5, Astral Silver Nugget
Metallurgy:fantasy.nugget:6, Carmot Nugget
Metallurgy:fantasy.nugget:7, Mithril Nugget
Metallurgy:fantasy.nugget:8, Rubracium Nugget
Metallurgy:fantasy.nugget:9, Quicksilver Nugget
Metallurgy:fantasy.nugget:10, Haderoth Nugget
Metallurgy:fantasy.nugget:11, Orichalcum Nugget
Metallurgy:fantasy.nugget:12, Celenegil Nugget
Metallurgy:fantasy.nugget:13, Adamantine Nugget
Metallurgy:fantasy.nugget:14, Atlarus Nugget
Metallurgy:fantasy.nugget:15, Tartarite Nugget
Metallurgy:prometheum.axe, Prometheum Axe
Metallurgy:prometheum.hoe, Prometheum Hoe
Metallurgy:prometheum.pickaxe, Prometheum Pickaxe
Metallurgy:prometheum.shovel, Prometheum Shovel
Metallurgy:prometheum.sword, Prometheum Sword
Metallurgy:metallurgy.prometheum.helmet, Prometheum Helmet
Metallurgy:metallurgy.prometheum.chestplate, Prometheum Chestplate
Metallurgy:metallurgy.prometheum.leggings, Prometheum Leggings
Metallurgy:metallurgy.prometheum.boots, Prometheum Boots
Metallurgy:deep.iron.ingot:0, Deep Iron Ingot
Metallurgy:deep.iron.axe, Deep Iron Axe
Metallurgy:deep.iron.hoe, Deep Iron Hoe
Metallurgy:deep.iron.pickaxe, Deep Iron Pickaxe
Metallurgy:deep.iron.shovel, Deep Iron Shovel
Metallurgy:deep.iron.sword, Deep Iron Sword
Metallurgy:metallurgy.deep.iron.helmet, Deep Iron Helmet
Metallurgy:metallurgy.deep.iron.chestplate, Deep Iron Chestplate
Metallurgy:metallurgy.deep.iron.leggings, Deep Iron Leggings
Metallurgy:metallurgy.deep.iron.boots, Deep Iron Boots
Metallurgy:infuscolium.ingot:0, Infuscolium Ingot
Metallurgy:black.steel.ingot:0, Black Steel Ingot
Metallurgy:black.steel.axe, Black Steel Axe
Metallurgy:black.steel.hoe, Black Steel Hoe
Metallurgy:black.steel.pickaxe, Black Steel Pickaxe
Metallurgy:black.steel.shovel, Black Steel Shovel
Metallurgy:black.steel.sword, Black Steel Sword
Metallurgy:metallurgy.black.steel.helmet, Black Steel Helmet
Metallurgy:metallurgy.black.steel.chestplate, Black Steel Chestplate
Metallurgy:metallurgy.black.steel.leggings, Black Steel Leggings
Metallurgy:metallurgy.black.steel.boots, Black Steel Boots
Metallurgy:oureclase.ingot:0, Oureclase Ingot
Metallurgy:oureclase.axe, Oureclase Axe
Metallurgy:oureclase.hoe, Oureclase Hoe
Metallurgy:oureclase.pickaxe, Oureclase Pickaxe
Metallurgy:oureclase.shovel, Oureclase Shovel
Metallurgy:oureclase.sword, Oureclase Sword
Metallurgy:metallurgy.oureclase.helmet, Oureclase Helmet
Metallurgy:metallurgy.oureclase.chestplate, Oureclase Chestplate
Metallurgy:metallurgy.oureclase.leggings, Oureclase Leggings
Metallurgy:metallurgy.oureclase.boots, Oureclase Boots
Metallurgy:astral.silver.ingot:0, Astral Silver Ingot
Metallurgy:astral.silver.axe, Astral Silver Axe
Metallurgy:astral.silver.hoe, Astral Silver Hoe
Metallurgy:astral.silver.pickaxe, Astral Silver Pickaxe
Metallurgy:astral.silver.shovel, Astral Silver Shovel
Metallurgy:astral.silver.sword, Astral Silver Sword
Metallurgy:metallurgy.astral.silver.helmet, Astral Silver Helmet
Metallurgy:metallurgy.astral.silver.chestplate, Astral Silver Chestplate
Metallurgy:metallurgy.astral.silver.leggings, Astral Silver Leggings
Metallurgy:metallurgy.astral.silver.boots, Astral Silver Boots
Metallurgy:carmot.ingot:0, Carmot Ingot
Metallurgy:carmot.axe, Carmot Axe
Metallurgy:carmot.hoe, Carmot Hoe
Metallurgy:carmot.pickaxe, Carmot Pickaxe
Metallurgy:carmot.shovel, Carmot Shovel
Metallurgy:carmot.sword, Carmot Sword
Metallurgy:metallurgy.carmot.helmet, Carmot Helmet
Metallurgy:metallurgy.carmot.chestplate, Carmot Chestplate
Metallurgy:metallurgy.carmot.leggings, Carmot Leggings
Metallurgy:metallurgy.carmot.boots, Carmot Boots
Metallurgy:mithril.ingot:0, Mithril Ingot
Metallurgy:mithril.axe, Mithril Axe
Metallurgy:mithril.hoe, Mithril Hoe
Metallurgy:mithril.pickaxe, Mithril Pickaxe
Metallurgy:mithril.shovel, Mithril Shovel
Metallurgy:mithril.sword, Mithril Sword
Metallurgy:metallurgy.mithril.helmet, Mithril Helmet
Metallurgy:metallurgy.mithril.chestplate, Mithril Chestplate
Metallurgy:metallurgy.mithril.leggings, Mithril Leggings
Metallurgy:metallurgy.mithril.boots, Mithril Boots
Metallurgy:rubracium.ingot:0, Rubracium Ingot
Metallurgy:quicksilver.ingot:0, Quicksilver Ingot
Metallurgy:quicksilver.axe, Quicksilver Axe
Metallurgy:quicksilver.hoe, Quicksilver Hoe
Metallurgy:quicksilver.pickaxe, Quicksilver Pickaxe
Metallurgy:quicksilver.shovel, Quicksilver Shovel
Metallurgy:quicksilver.sword, Quicksilver Sword
Metallurgy:metallurgy.quicksilver.helmet, Quicksilver Helmet
Metallurgy:metallurgy.quicksilver.chestplate, Quicksilver Chestplate
Metallurgy:metallurgy.quicksilver.leggings, Quicksilver Leggings
Metallurgy:metallurgy.quicksilver.boots, Quicksilver Boots
Metallurgy:haderoth.ingot:0, Haderoth Ingot
Metallurgy:haderoth.axe, Haderoth Axe
Metallurgy:haderoth.hoe, Haderoth Hoe
Metallurgy:haderoth.pickaxe, Haderoth Pickaxe
Metallurgy:haderoth.shovel, Haderoth Shovel
Metallurgy:haderoth.sword, Haderoth Sword
Metallurgy:metallurgy.haderoth.helmet, Haderoth Helmet
Metallurgy:metallurgy.haderoth.chestplate, Haderoth Chestplate
Metallurgy:metallurgy.haderoth.leggings, Haderoth Leggings
Metallurgy:metallurgy.haderoth.boots, Haderoth Boots
Metallurgy:orichalcum.ingot:0, Orichalcum Ingot
Metallurgy:orichalcum.axe, Orichalcum Axe
Metallurgy:orichalcum.hoe, Orichalcum Hoe
Metallurgy:orichalcum.pickaxe, Orichalcum Pickaxe
Metallurgy:orichalcum.shovel, Orichalcum Shovel
Metallurgy:orichalcum.sword, Orichalcum Sword
Metallurgy:metallurgy.orichalcum.helmet, Orichalcum Helmet
Metallurgy:metallurgy.orichalcum.chestplate, Orichalcum Chestplate
Metallurgy:metallurgy.orichalcum.leggings, Orichalcum Leggings
Metallurgy:metallurgy.orichalcum.boots, Orichalcum Boots
Metallurgy:celenegil.ingot:0, Celenegil Ingot
Metallurgy:celenegil.axe, Celenegil Axe
Metallurgy:celenegil.hoe, Celenegil Hoe
Metallurgy:celenegil.pickaxe, Celenegil Pickaxe
Metallurgy:celenegil.shovel, Celenegil Shovel
Metallurgy:celenegil.sword, Celenegil Sword
Metallurgy:metallurgy.celenegil.helmet, Celenegil Helmet
Metallurgy:metallurgy.celenegil.chestplate, Celenegil Chestplate
Metallurgy:metallurgy.celenegil.leggings, Celenegil Leggings
Metallurgy:metallurgy.celenegil.boots, Celenegil Boots
Metallurgy:adamantine.ingot:0, Adamantine Ingot
Metallurgy:adamantine.axe, Adamantine Axe
Metallurgy:adamantine.hoe, Adamantine Hoe
Metallurgy:adamantine.pickaxe, Adamantine Pickaxe
Metallurgy:adamantine.shovel, Adamantine Shovel
Metallurgy:adamantine.sword, Adamantine Sword
Metallurgy:metallurgy.adamantine.helmet, Adamantine Helmet
Metallurgy:metallurgy.adamantine.chestplate, Adamantine Chestplate
Metallurgy:metallurgy.adamantine.leggings, Adamantine Leggings
Metallurgy:metallurgy.adamantine.boots, Adamantine Boots
Metallurgy:atlarus.ingot:0, Atlarus Ingot
Metallurgy:atlarus.axe, Atlarus Axe
Metallurgy:atlarus.hoe, Atlarus Hoe
Metallurgy:atlarus.pickaxe, Atlarus Pickaxe
Metallurgy:atlarus.shovel, Atlarus Shovel
Metallurgy:atlarus.sword, Atlarus Sword
Metallurgy:metallurgy.atlarus.helmet, Atlarus Helmet
Metallurgy:metallurgy.atlarus.chestplate, Atlarus Chestplate
Metallurgy:metallurgy.atlarus.leggings, Atlarus Leggings
Metallurgy:metallurgy.atlarus.boots, Atlarus Boots
Metallurgy:tartarite.ingot:0, Tartarite Ingot
Metallurgy:tartarite.axe, Tartarite Axe
Metallurgy:tartarite.hoe, Tartarite Hoe
Metallurgy:tartarite.pickaxe, Tartarite Pickaxe
Metallurgy:tartarite.shovel, Tartarite Shovel
Metallurgy:tartarite.sword, Tartarite Sword
Metallurgy:metallurgy.tartarite.helmet, Tartarite Helmet
Metallurgy:metallurgy.tartarite.chestplate, Tartarite Chestplate
Metallurgy:metallurgy.tartarite.leggings, Tartarite Leggings
Metallurgy:metallurgy.tartarite.boots, Tartarite Boots
Metallurgy:nether.dust:0, Ignatius Dust
Metallurgy:nether.dust:1, Shadow Iron Dust
Metallurgy:nether.dust:2, Lemurite Dust
Metallurgy:nether.dust:3, Midasium Dust
Metallurgy:nether.dust:4, Vyroxeres Dust
Metallurgy:nether.dust:5, Ceruclase Dust
Metallurgy:nether.dust:6, Alduorite Dust
Metallurgy:nether.dust:7, Kalendrite Dust
Metallurgy:nether.dust:8, Vulcanite Dust
Metallurgy:nether.dust:9, Sanguinite Dust
Metallurgy:nether.dust:10, Shadow Steel Dust
Metallurgy:nether.dust:11, Inolashite Dust
Metallurgy:nether.dust:12, Amordrine Dust
Metallurgy:ignatius.ingot:0, Ignatius Ingot
Metallurgy:nether.nugget:0, Ignatius Nugget
Metallurgy:nether.nugget:1, Shadow Iron Nugget
Metallurgy:nether.nugget:2, Lemurite Nugget
Metallurgy:nether.nugget:3, Midasium Nugget
Metallurgy:nether.nugget:4, Vyroxeres Nugget
Metallurgy:nether.nugget:5, Ceruclase Nugget
Metallurgy:nether.nugget:6, Alduorite Nugget
Metallurgy:nether.nugget:7, Kalendrite Nugget
Metallurgy:nether.nugget:8, Vulcanite Nugget
Metallurgy:nether.nugget:9, Sanguinite Nugget
Metallurgy:nether.nugget:10, Shadow Steel Nugget
Metallurgy:nether.nugget:11, Inolashite Nugget
Metallurgy:nether.nugget:12, Amordrine Nugget
Metallurgy:ignatius.axe, Ignatius Axe
Metallurgy:ignatius.hoe, Ignatius Hoe
Metallurgy:ignatius.pickaxe, Ignatius Pickaxe
Metallurgy:ignatius.shovel, Ignatius Shovel
Metallurgy:ignatius.sword, Ignatius Sword
Metallurgy:metallurgy.ignatius.helmet, Ignatius Helmet
Metallurgy:metallurgy.ignatius.chestplate, Ignatius Chestplate
Metallurgy:metallurgy.ignatius.leggings, Ignatius Leggings
Metallurgy:metallurgy.ignatius.boots, Ignatius Boots
Metallurgy:shadow.iron.ingot:0, Shadow Iron Ingot
Metallurgy:shadow.iron.axe, Shadow Iron Axe
Metallurgy:shadow.iron.hoe, Shadow Iron Hoe
Metallurgy:shadow.iron.pickaxe, Shadow Iron Pickaxe
Metallurgy:shadow.iron.shovel, Shadow Iron Shovel
Metallurgy:shadow.iron.sword, Shadow Iron Sword
Metallurgy:metallurgy.shadow.iron.helmet, Shadow Iron Helmet
Metallurgy:metallurgy.shadow.iron.chestplate, Shadow Iron Chestplate
